SRR2917336	 5462	 163195.55	 354313.00	 925148251	 1415566	 2057835	 3473401	 921674850	 .001530096	 .001530682
Geospiza_fortis_F2	 2269	 148969.30	 365783.00	 998604139	 2151191	 1547172	 3698363	 994905776	 .002154197	 .002154987
Geospiza_magnirostris_MG2	 3259	 204822.87	 504794.00	 981205304	 1905367	 1548287	 3453654	 977751650	 .001941863	 .001942863
Geospiza_difficilis_DW1	 11363	 518693.21	 1352051.00	 915256513	 977405	 2101193	 3078598	 912177915	 .001067902	 .001069482
Geospiza_difficilis_DP9	 11473	 426410.04	 1376933.00	 978509806	 1138076	 2760338	 3898414	 974611392	 .001163070	 .001164709
SRR2917300	 1360	 90174.26	 123906.00	 932898922	 2085315	 1363015	 3448330	 929450592	 .002235306	 .002235603
Tiaris_bicolor_T1	 10864	 321746.11	 3661850.00	 944000400	 3272187	 10780674	 14052861	 929947539	 .003466298	 .003479796
Pinaroloxias_inornata_PIN2	 10153	 195066.05	 599467.00	 982818012	 770459	 3009322	 3779781	 979038231	 .000783928	 .000784406
SRR2917318	 7702	 313741.14	 779534.00	 899163930	 1055744	 2210964	 3266708	 895897222	 .001174139	 .001175158
SRR2917333	 5750	 107734.44	 290710.00	 954302158	 1464748	 2139103	 3603851	 950698307	 .001534889	 .001535356
Geospiza_fuliginosa_fulig12	 1054	 21938.10	 54643.00	 1005010587	 2470457	 1446145	 3916602	 1001093985	 .002458140	 .002458273
SRR2917309	 7458	 344014.64	 879046.00	 938364920	 1122028	 2315765	 3437793	 934927127	 .001195726	 .001196847
Pinaroloxias_inornata_PIN8	 9337	 235058.26	 637272.00	 978401468	 797659	 2910192	 3707851	 974693617	 .000815267	 .000815798
SRR2917321	 6595	 154108.54	 419652.00	 936087319	 0	 0	 0	 936087319	 0	 0
Loxigilla_noctis_L6	 7868	 142757.35	 1689245.00	 977031113	 1534302	 12835834	 14370136	 962660977	 .001570371	 .001573091
SRR2917312	 8076	 293986.48	 886168.00	 1006041066	 1261165	 2535981	 3797146	 1002243920	 .001253591	 .001254697
SRR2917330	 6197	 117630.85	 333608.00	 1010456552	 1496451	 2319407	 3815858	 1006640694	 .001480965	 .001481454
SRR2917306	 1016	 20035.66	 49718.00	 1004546434	 2477126	 1446915	 3924041	 1000622393	 .002465914	 .002466036
Geospiza_difficilis_DP10	 11470	 411672.82	 1342178.00	 992681483	 1171659	 2774312	 3945971	 988735512	 .001180297	 .001181895
Geospiza_conirostris_CG3	 3056	 222974.84	 532319.00	 985109788	 1960078	 1662459	 3622537	 981487251	 .001989705	 .001990780
Platyspiza_crassirostris_PL4	 9930	 180711.35	 608113.00	 1009460383	 869982	 3162504	 4032486	 1005427897	 .000861828	 .000862348
Certhidea_fusca_CfE2	 25741	 573384.20	 2995094.00	 999377124	 0	 0	 0	 999377124	 0	 0
Geospiza_difficilis_DP5	 11689	 407762.82	 1306267.00	 990945594	 1135826	 2726454	 3862280	 987083314	 .001146204	 .001147717
Certhidea_fusca_CfE8	 25520	 565633.73	 2930916.00	 1004467216	 0	 0	 0	 1004467216	 0	 0
Geospiza_conirostris_CG6	 2787	 158576.55	 454015.00	 989023085	 2045174	 1619327	 3664501	 985358584	 .002067872	 .002068822
Geospiza_difficilis_DP2	 11098	 416269.19	 1367111.00	 981918798	 1126980	 2777892	 3904872	 978013926	 .001147732	 .001149332
Geospiza_difficilis_DW8	 11363	 548878.30	 1575112.00	 1028553984	 756991	 2403710	 3160701	 1025393283	 .000735975	 .000737104
Certhidea_olivacea_Co16	 6255	 103552.56	 526525.00	 1004505362	 1231506	 5041950	 6273456	 998231906	 .001225982	 .001226625
Geospiza_conirostris_CE4	 7112	 257882.49	 653908.00	 1009917984	 0	 0	 0	 1009917984	 0	 0
Geospiza_conirostris_CG9	 3054	 171825.56	 485691.00	 997871148	 2039391	 1696459	 3735850	 994135298	 .002043741	 .002044737
Certhidea_fusca_Cfc7	 4849	 83898.49	 401881.00	 1010066851	 1376557	 4724703	 6101260	 1003965591	 .001362837	 .001363379
Certhidea_fusca_CfE5	 24480	 605058.58	 3071228.00	 993375774	 376374	 5234469	 5610843	 987764931	 .000378883	 .000380058
Geospiza_conirostris_CE10	 7506	 291986.50	 724249.00	 1004926277	 1664404	 1766355	 3430759	 1001495518	 .001656244	 .001657439
Geospiza_difficilis_DF1	 2743	 57915.15	 182000.00	 1013332887	 1700495	 2446646	 4147141	 1009185746	 .001678120	 .001678422
Certhidea_olivacea_Co13	 0	 0.00	 0.00	 1009792090	 1088041	 5091263	 6179304	 1003612786	 .001077490	 .001077490
SRR2917315	 8168	 318939.44	 854062.00	 921391993	 1022921	 2285559	 3308480	 918083513	 .001110190	 .001111220
Geospiza_conirostris_CE7	 7264	 315489.39	 732959.00	 993054765	 0	 0	 0	 993054765	 0	 0
SRR2917286	 3333	 226552.65	 384227.00	 814612013	 1334788	 1247890	 2582678	 812029335	 .001638556	 .001639329
SRR2917283	 3176	 151337.72	 343496.00	 952727073	 1838257	 1415252	 3253509	 949473564	 .001929468	 .001930164
Geospiza_conirostris_CG1	 3162	 149598.45	 412909.00	 1008859342	 2124077	 1662283	 3786360	 1005072982	 .002105424	 .002106286
SRR2917289	 2036	 113044.68	 180157.00	 959538095	 2155371	 1330864	 3486235	 956051860	 .002246258	 .002246680
Camarhynchus_pallidus_PAL3	 11385	 306524.37	 800367.00	 961444271	 1049468	 2432864	 3482332	 957961939	 .001091553	 .001092463
SRR2917280	 3905	 371028.40	 841161.00	 998206700	 1666141	 1714551	 3380692	 994826008	 .001669134	 .001670541
SRR2917292	 2227	 142523.69	 202497.00	 867659181	 1678917	 1139770	 2818687	 864840494	 .001934995	 .001935447
SRR2917303	 1514	 31001.35	 78992.00	 1016425557	 1815020	 1493455	 3308475	 1013117082	 .001785689	 .001785827
Camarhynchus_heliobates_HELi	 8217	 406573.17	 1226144.00	 1002842564	 1125995	 2529652	 3655647	 999186917	 .001122803	 .001124177
Camarhynchus_pauper_PAU2	 6014	 144607.27	 433227.00	 1006340605	 1545208	 2329150	 3874358	 1002466247	 .001535472	 .001536133
Camarhynchus_parvulus_PARV1	 5252	 93233.07	 264432.00	 1006835979	 1611474	 2271529	 3883003	 1002952976	 .001600532	 .001600953
Certhidea_fusca_CfE1	 25495	 589146.35	 3045962.00	 989798885	 348658	 5277555	 5626213	 984172672	 .000352251	 .000353338
SRR2917298	 1703	 70373.20	 75947.00	 467151045	 631813	 625954	 1257767	 465893278	 .001352481	 .001352701
SRR2917295	 1502	 36303.66	 76257.00	 920243512	 1915929	 1246414	 3162343	 917081169	 .002081980	 .002082152
Geospiza_scandens_sca19331	 3190	 216365.40	 621421.00	 1002814433	 2007588	 1805836	 3813424	 999001009	 .002001953	 .002003194
SRR2917334	 6216	 114468.49	 301484.00	 917048432	 1337592	 2029742	 3367334	 913681098	 .001458583	 .001459063
Pinaroloxias_inornata_PIN6	 10797	 205984.54	 613470.00	 937067321	 703461	 2843239	 3546700	 933520621	 .000750704	 .000751196
SRR2917325	 6362	 147249.29	 413694.00	 945155219	 1299706	 2178254	 3477960	 941677259	 .001375124	 .001375726
SRR2917328	 6852	 184459.52	 494936.00	 921797446	 1204639	 2131437	 3336076	 918461370	 .001306836	 .001307539
Pinaroloxias_inornata_PIN3	 11770	 286505.89	 666647.00	 826927553	 610275	 2467342	 3077617	 823849936	 .000738002	 .000738598
SRR2917319	 5557	 125493.07	 350098.00	 933912159	 1400000	 2029375	 3429375	 930482784	 .001499070	 .001499632
SRR2917313	 8448	 335012.95	 888235.00	 888995235	 906458	 2208000	 3114458	 885880777	 .001019643	 .001020663
SRR2917310	 6944	 151408.84	 405273.00	 934901591	 1251065	 2149804	 3400869	 931500722	 .001338178	 .001338758
Geospiza_difficilis_DW6	 12821	 501901.13	 1413299.00	 996774763	 1197335	 2308526	 3505861	 993268902	 .001201209	 .001202914
Geospiza_fuliginosa_ful1	 1008	 20847.27	 52720.00	 1003013699	 2539749	 1440036	 3979785	 999033914	 .002532117	 .002532251
SRR2917322	 6347	 182420.97	 482487.00	 920034653	 1190744	 2114952	 3305696	 916728957	 .001294238	 .001294917
Tiaris_bicolor_T2	 11023	 283448.95	 3014428.00	 843329251	 2323582	 9573431	 11897013	 831432238	 .002755248	 .002765132
Geospiza_magnirostris_MG3	 3290	 298879.47	 664472.00	 993202688	 1849514	 1636128	 3485642	 989717046	 .001862171	 .001863418
SRR2917301	 1018	 20952.75	 54645.00	 1006152659	 2442765	 1457468	 3900233	 1002252426	 .002427827	 .002427959
Geospiza_fuliginosa_fulig15	 986	 19471.82	 47397.00	 997233270	 2374589	 1434137	 3808726	 993424544	 .002381177	 .002381290
Geospiza_magnirostris_MG11	 3138	 190216.87	 398608.00	 926853085	 1417136	 1294145	 2711281	 924141804	 .001528975	 .001529633
Loxigilla_noctis_L2	 8489	 210381.05	 2390141.00	 967689519	 1451927	 12670430	 14122357	 953567162	 .001500405	 .001504120
Geospiza_difficilis_DS1	 4309	 82361.57	 259657.00	 1009827026	 1816431	 2506763	 4323194	 1005503832	 .001798754	 .001799217
Platyspiza_crassirostris_PL15	 7888	 154739.83	 520177.00	 987410543	 999431	 3105453	 4104884	 983305659	 .001012173	 .001012707
Loxigilla_noctis_L7	 9222	 210933.04	 2156480.00	 918491740	 1337628	 11812662	 13150290	 905341450	 .001456331	 .001459758
Geospiza_difficilis_DS14	 4589	 140996.85	 424845.00	 1015039394	 1792666	 2506503	 4299169	 1010740225	 .001766104	 .001766844
SRR2917331	 5555	 101404.23	 295845.00	 1008774281	 1561118	 2325999	 3887117	 1004887164	 .001547539	 .001547993
SRR2917307	 1054	 21761.85	 52106.00	 944252102	 2150584	 1351053	 3501637	 940750465	 .002277552	 .002277678
Geospiza_difficilis_DP11	 11613	 401830.12	 1325024.00	 993913643	 1189954	 2776022	 3965976	 989947667	 .001197240	 .001198839
Platyspiza_crassirostris_PL7	 7473	 133255.52	 447793.00	 995424402	 1086789	 3090951	 4177740	 991246662	 .001091784	 .001092275
Geospiza_conirostris_CG7	 3324	 175082.89	 458154.00	 975196114	 1903155	 1594152	 3497307	 971698807	 .001951561	 .001952478
Certhidea_fusca_CfE3	 25746	 607939.90	 3017359.00	 952759947	 326358	 5073080	 5399438	 947360509	 .000342539	 .000343627
Geospiza_conirostris_CG4	 2997	 178051.98	 486262.00	 1009715495	 2007390	 1699007	 3706397	 1006009098	 .001988074	 .001989032
Geospiza_difficilis_DW2	 11367	 514929.92	 1483968.00	 1018559367	 711965	 2378744	 3090709	 1015468658	 .000698992	 .000700012
Geospiza_difficilis_DP6	 10909	 427161.36	 1350494.00	 990806886	 1200212	 2749589	 3949801	 986857085	 .001211348	 .001213001
Certhidea_fusca_CfE9	 25987	 564468.10	 2916459.00	 1002293222	 358465	 5269659	 5628124	 996665098	 .000357644	 .000358688
Certhidea_fusca_Cfc8	 4777	 82632.53	 380392.00	 991897783	 1381191	 4577948	 5959139	 985938644	 .001392473	 .001393007
Geospiza_difficilis_DW9	 12596	 489258.15	 1379808.00	 998999086	 1247836	 2299188	 3547024	 995452062	 .001249086	 .001250813
Geospiza_difficilis_DP3	 11705	 390540.41	 1288838.00	 1007167449	 1153150	 2789477	 3942627	 1003224822	 .001144943	 .001146410
Geospiza_difficilis_DD1	 11755	 474576.82	 1332526.00	 1014747156	 1386172	 2296841	 3683013	 1011064143	 .001366026	 .001367823
Geospiza_difficilis_DF2	 2377	 48829.30	 147270.00	 990239741	 1846500	 2399617	 4246117	 985993624	 .001864699	 .001864977
Certhidea_fusca_CfE6	 25785	 592582.12	 3081026.00	 994323948	 338097	 5303570	 5641667	 988682281	 .000340027	 .000341083
Geospiza_conirostris_CE2	 6870	 270877.98	 670680.00	 1011320270	 1265425	 1572973	 2838398	 1008481872	 .001251260	 .001252090
Geospiza_conirostris_CE5	 6748	 267633.79	 674754.00	 1011823006	 1336663	 1759332	 3095995	 1008727011	 .001321044	 .001321925
SRR2917287	 3890	 291634.57	 658004.00	 1013995568	 1763112	 1642536	 3405648	 1010589920	 .001738776	 .001739905
SRR2917290	 2200	 111988.72	 188987.00	 985922776	 0	 0	 0	 985922776	 0	 0
SRR2917284	 5270	 500157.04	 1244610.00	 1020471149	 1240034	 1958488	 3198522	 1017272627	 .001215158	 .001216642
SRR2917316	 7850	 310513.61	 859471.00	 940633059	 1058682	 2340406	 3399088	 937233971	 .001125499	 .001126528
Camarhynchus_pallidus_PAL4	 12501	 281745.76	 799066.00	 974784192	 1013550	 2503821	 3517371	 971266821	 .001039768	 .001040621
SRR2917293	 2322	 114077.59	 183400.00	 966978525	 2179821	 1325328	 3505149	 963473376	 .002254259	 .002254687
SRR2917281	 3548	 156618.64	 423599.00	 1003713683	 1991852	 1524109	 3515961	 1000197722	 .001984482	 .001985320
SRR2917337	 5493	 103031.20	 292160.00	 1006806627	 1619680	 2309706	 3929386	 1002877241	 .001608729	 .001609196
Geospiza_conirostris_CE8	 7385	 271785.74	 680126.00	 1010988132	 1711563	 1771559	 3483122	 1007505010	 .001692960	 .001694100
Geospiza_conirostris_CG10	 2517	 157819.16	 393315.00	 1007791599	 2180602	 1621008	 3801610	 1003989989	 .002163742	 .002164587
Certhidea_fusca_CfE10	 24538	 616618.61	 3137158.00	 988112795	 320771	 5170840	 5491611	 982621184	 .000324629	 .000325663
Camarhynchus_psittacula_PSIT1	 7600	 331902.82	 932651.00	 1008340954	 1276039	 2494026	 3770065	 1004570889	 .001265483	 .001266655
Camarhynchus_pallidus_PAL1	 11792	 257561.28	 737697.00	 975338030	 1162647	 2466821	 3629468	 971708562	 .001192045	 .001192947
Certhidea_olivacea_Co14	 6117	 118554.57	 618917.00	 1019393360	 82974	 1366605	 1449579	 1017943781	 .000081395	 .000081444
Camarhynchus_parvulus_PARV2	 5246	 153671.65	 370515.00	 989561531	 1555105	 2222260	 3777365	 985784166	 .001571509	 .001572097
Tiaris_bicolor_T3	 10947	 411706.92	 1380072.00	 302245100	 478300	 3192386	 3670686	 298574414	 .001582490	 .001589749
SRR2917296	 1587	 97388.47	 90142.00	 699324184	 1206025	 951516	 2157541	 697166643	 .001724557	 .001724780
Pinaroloxias_inornata_PIN4	 10207	 263794.75	 716358.00	 962933370	 747880	 2901430	 3649310	 959284060	 .000776668	 .000777246
Geospiza_fuliginosa_ful2	 1036	 20060.09	 52593.00	 1001304154	 2526758	 1442349	 3969107	 997335047	 .002523467	 .002523599
SRR2917335	 6417	 133843.75	 341593.00	 906953648	 1234625	 2041781	 3276406	 903677242	 .001361287	 .001361800
Geospiza_difficilis_DW7	 12029	 530501.01	 1500041.00	 1002341572	 1152319	 2360045	 3512364	 998829208	 .001149627	 .001151350
SRR2917311	 7952	 309409.53	 848274.00	 931594703	 1010924	 2304602	 3315526	 928279177	 .001085154	 .001086143
Platyspiza_crassirostris_PL16	 8292	 180659.53	 582766.00	 974673483	 919617	 3017321	 3936938	 970736545	 .000943512	 .000944077
SRR2917299	 1222	 27560.55	 60307.00	 846305934	 1691185	 1203690	 2894875	 843411059	 .001998314	 .001998456
SRR2917304	 1157	 23324.32	 56781.00	 951730528	 2170391	 1368739	 3539130	 948191398	 .002280467	 .002280604
Loxigilla_noctis_L3	 4665	 81976.40	 1002195.00	 946836862	 784674	 7154427	 7939101	 938897761	 .000828731	 .000829610
SRR2917326	 6148	 152059.95	 428470.00	 955116687	 1349116	 2178404	 3527520	 951589167	 .001412514	 .001413148
SRR2917320	 6657	 161107.92	 453964.00	 945201518	 1311254	 2180305	 3491559	 941709959	 .001387274	 .001387941
SRR2917323	 6396	 150520.52	 414868.00	 929974678	 1254294	 2119018	 3373312	 926601366	 .001348739	 .001349341
Platyspiza_crassirostris_PL9	 7713	 190317.86	 574812.00	 981726970	 1025583	 3044223	 4069806	 977657164	 .001044672	 .001045284
Geospiza_difficilis_DW3	 12061	 530083.10	 1461997.00	 998023684	 1200106	 2311171	 3511277	 994512407	 .001202482	 .001204246
SRR2917308	 1196	 25726.99	 61448.00	 914364465	 1953852	 1322800	 3276652	 911087813	 .002136841	 .002136985
Geospiza_fortis_F1	 1850	 96638.43	 248180.00	 1003127048	 2298202	 1486299	 3784501	 999342547	 .002291037	 .002291604
Geospiza_difficilis_DP13	 10764	 417190.25	 1323842.00	 998558749	 1233606	 2767886	 4001492	 994557257	 .001235386	 .001237026
SRR2917302	 1870	 39544.94	 98765.00	 1015453684	 1549584	 1483522	 3033106	 1012420578	 .001526001	 .001526150
SRR2917329	 5717	 104362.73	 290557.00	 961389365	 1463471	 2152701	 3616172	 957773193	 .001522245	 .001522706
Geospiza_conirostris_CG8	 3262	 213638.93	 563846.00	 997859111	 1981664	 1736091	 3717755	 994141356	 .001985915	 .001987038
Certhidea_fusca_CfE4	 24536	 593932.73	 3030079.00	 998039455	 390676	 5266515	 5657191	 992382264	 .000391443	 .000392635
Geospiza_scandens_sca19381	 3504	 200062.48	 580556.00	 1000152438	 2013770	 1790913	 3804683	 996347755	 .002013463	 .002014632
Pinaroloxias_inornata_PIN1	 11513	 282777.07	 668350.00	 834282111	 612835	 2494571	 3107406	 831174705	 .000734565	 .000735154
Certhidea_fusca_Cfc1	 4644	 80676.69	 371644.00	 993264667	 1387333	 4541660	 5928993	 987335674	 .001396740	 .001397263
Certhidea_fusca_Cfc9	 4763	 174162.94	 731467.00	 950977100	 1290120	 4422592	 5712712	 945264388	 .001356625	 .001357670
Geospiza_difficilis_DD3	 11633	 506244.19	 1423726.00	 1016239987	 1279575	 2337915	 3617490	 1012622497	 .001259126	 .001260893
Geospiza_magnirostris_MG4	 3168	 127546.87	 320826.00	 976358724	 1972986	 1433710	 3406696	 972952028	 .002020759	 .002021423
Geospiza_difficilis_DP4	 11946	 399180.10	 1302859.00	 997538692	 1131534	 2750206	 3881740	 993656952	 .001134325	 .001135809
SRR2917314	 8505	 415645.47	 1119704.00	 911601001	 864005	 2295864	 3159869	 908441132	 .000947788	 .000948954
Certhidea_fusca_CfE7	 25661	 574293.67	 3049629.00	 1008409117	 355067	 5419757	 5774824	 1002634293	 .000352106	 .000353174
SRR2917332	 5999	 172517.92	 378128.00	 912379037	 1329671	 2056997	 3386668	 908992369	 .001457366	 .001457971
Pinaroloxias_inornata_PIN7	 20519	 462216.66	 1458295.00	 1032836629	 461796	 3189161	 3650957	 1029185672	 .000447114	 .000447746
Geospiza_conirostris_CE6	 7170	 287093.18	 705939.00	 1014501892	 1362993	 1790590	 3153583	 1011348309	 .001343509	 .001344445
SRR2917317	 7714	 336146.69	 828223.00	 898666899	 1029540	 2211130	 3240670	 895426229	 .001145630	 .001146687
Geospiza_conirostris_CG5	 3066	 270841.65	 646654.00	 1001552864	 1975772	 1729129	 3704901	 997847963	 .001972708	 .001973983
Geospiza_difficilis_DP7	 12966	 493328.40	 1650367.00	 1034175845	 644701	 2948762	 3593463	 1030582382	 .000623395	 .000624392
Geospiza_difficilis_DG101	 4376	 206121.33	 554370.00	 1011787757	 2033379	 1737853	 3771232	 1008016525	 .002009689	 .002010791
Geospiza_conirostris_CE3	 8075	 344475.99	 856420.00	 1022374268	 855292	 1882563	 2737855	 1019636413	 .000836574	 .000837275
SRR2917338	 5540	 160247.06	 418243.00	 1013192368	 1583550	 2319092	 3902642	 1009289726	 .001562931	 .001563576
Certhidea_olivacea_Co15	 8545	 215943.71	 728836.00	 781102060	 815061	 3851083	 4666144	 776435916	 .001043475	 .001044450
Geospiza_conirostris_CG2	 3216	 227112.27	 556248.00	 1013795163	 2062918	 1717842	 3780760	 1010014403	 .002034846	 .002035964
Geospiza_conirostris_CE9	 7574	 285735.31	 711312.00	 1012328610	 1344330	 1779636	 3123966	 1009204644	 .001327958	 .001328891
SRR2917305	 1368	 87284.92	 123966.00	 951915467	 2223551	 1392275	 3615826	 948299641	 .002335870	 .002336174
Geospiza_difficilis_DG103	 4439	 232163.00	 601244.00	 1001782704	 1984321	 1750103	 3734424	 998048280	 .001980789	 .001981979
Certhidea_fusca_Cfc4	 4709	 82840.12	 385727.00	 996704206	 1406618	 4624086	 6030704	 990673502	 .001411269	 .001411815
Certhidea_fusca_Cfc10	 4572	 84818.21	 403912.00	 1006839684	 1425939	 4670099	 6096038	 1000743646	 .001416252	 .001416820
Certhidea_olivacea_Co20	 6484	 172016.51	 744910.00	 950506416	 1149708	 4818146	 5967854	 944538562	 .001209574	 .001210522
Geospiza_difficilis_DG107	 4531	 223683.14	 589646.00	 1004462373	 2015647	 1752288	 3767935	 1000694438	 .002006692	 .002007871
Certhidea_fusca_Cfc2	 4990	 137699.49	 599535.00	 1005250357	 1420246	 4555098	 5975344	 999275013	 .001412828	 .001413671
Certhidea_fusca_Cfc5	 4786	 86469.12	 404977.00	 998927462	 1400652	 4650923	 6051575	 992875887	 .001402155	 .001402724
Geospiza_conirostris_CE1	 7520	 285999.29	 724120.00	 1011056015	 1532528	 1796646	 3329174	 1007726841	 .001515769	 .001516856
Geospiza_difficilis_DG108	 4077	 204462.92	 546786.00	 1012008908	 2028766	 1738602	 3767368	 1008241540	 .002004691	 .002005775
Certhidea_fusca_Cfc3	 4986	 87326.02	 395881.00	 993637345	 1316000	 4519586	 5835586	 987801759	 .001324426	 .001324954
Certhidea_fusca_Cfc6	 4511	 81200.68	 386317.00	 1004792313	 1431090	 4680786	 6111876	 998680437	 .001424264	 .001424812
